chr19	3030592	3078995	2	2	1	0	1	36
chr19	3038157	3038182	0	0	1	0	58	44
chr19	3086029	3662147	2	2	1	0	4	12
chr19	3132007	3178014	2	2	1	1	0	17
chr19	3158735	3178281	0	0	1	6	0	34
chr19	3224156	4045459	1	1	1	0	17	41
chr19	3224969	4062620	1	1	1	0	62	37
chr19	3225266	4062908	1	1	1	0	48	42
chr19	3225272	4062930	2	2	1	53	6	45
chr19	3225437	4063079	2	2	1	16	50	45
chr19	3226461	4064384	1	1	1	0	77	45
chr19	3228688	4045459	1	1	1	0	18	41
chr19	3287039	3287702	1	1	1	6	0	17
chr19	3287756	3288983	1	1	1	1	0	13
chr19	3287756	3288987	1	1	1	5	0	44
chr19	3289088	3290976	1	1	1	19	0	35
chr19	3382929	3382970	1	1	1	2	0	30
chr19	3539841	3571872	1	1	1	1	0	12
chr19	3552373	3611281	2	2	1	0	4	24
chr19	3552373	3636056	2	2	1	1	1	22
chr19	3552373	3827443	2	2	1	0	5	24
chr19	3555595	3566117	1	1	1	1	0	39
chr19	3636103	3675783	1	1	1	0	2	31
chr19	3657697	3827563	2	2	1	1	1	28
chr19	3661985	3673196	2	2	1	0	1	15
chr19	3667604	3673209	1	1	1	0	1	17
chr19	3737269	3773038	1	1	1	0	13	37
chr19	3749201	3773038	1	1	1	1	2	36
chr19	3752061	3771351	2	2	1	0	2	37
chr19	3762018	3771351	2	2	1	0	6	45
chr19	3762036	3773038	1	1	0	0	1	33
chr19	3771370	3773038	1	1	1	3	25	40
chr19	3790005	3827443	2	2	1	1	7	24
chr19	3827504	3900634	1	1	0	0	2	20
chr19	3852414	3864647	1	1	1	1	0	40
chr19	3885994	3886361	1	1	1	2	0	22
chr19	3886467	3887388	1	1	1	0	1	27
chr19	3887448	3889022	1	1	1	0	1	4
chr19	3892792	3893347	1	1	1	2	0	37
chr19	3896193	3896269	2	2	1	5	0	29
chr19	3896448	3896603	2	2	1	5	0	41
chr19	3909075	3909152	2	2	1	41	0	44
chr19	3909282	3910897	2	2	1	5	0	32
chr19	3911071	3911160	2	2	1	1	0	29
chr19	3968013	4806318	1	1	1	4	1	30
chr19	4001706	4001795	1	1	1	1	0	28
chr19	4007666	4007769	2	2	1	6	0	32
chr19	4007916	4008047	2	2	1	10	0	45
chr19	4008130	4008342	2	2	1	1	0	11
chr19	4018406	4045151	2	2	1	0	1	34
chr19	4018406	4061498	2	2	1	0	1	34
chr19	4018406	4065953	2	2	1	0	1	34
chr19	4018413	4045162	1	1	1	0	2	42
chr19	4018413	4061509	1	1	1	0	2	42
chr19	4018413	4065964	1	1	1	0	2	42
chr19	4035662	4035823	2	2	1	0	321	45
chr19	4035932	4036687	2	2	1	60	1	44
chr19	4036792	4037103	2	2	1	3	0	31
chr19	4040540	4040707	2	2	1	0	321	45
chr19	4040816	4040981	2	2	1	4	1	42
chr19	4045252	4061551	2	2	1	0	7	24
chr19	4045252	4066006	2	2	1	0	7	24
chr19	4045493	4045555	2	2	1	3	0	34
chr19	4057719	4057887	2	2	1	2	0	38
chr19	4057996	4058085	2	2	1	3	0	41
chr19	4061599	4066006	2	2	1	0	8	24
chr19	4064029	4064288	2	2	1	2	0	33
chr19	4064484	4530477	2	2	1	4	0	12
chr19	4114797	4115080	2	2	1	8	0	42
chr19	4127133	4127549	1	1	1	1	0	22
chr19	4127640	4127759	1	1	1	1	0	29
chr19	4127640	4131228	1	1	1	1	0	36
chr19	4127837	4131228	1	1	1	1	0	16
chr19	4131076	4131228	1	1	1	1	0	20
chr19	4131283	4131361	1	1	1	14	0	43
chr19	4194907	4194981	1	1	1	3	0	6
chr19	4232860	4233213	1	1	1	2	0	45
chr19	4257120	4257336	2	2	1	1	0	22
chr19	4287265	4287352	2	2	1	1	0	33
chr19	4320642	4345874	1	1	1	1	0	20
chr19	4336241	4345924	1	1	1	0	1	44
chr19	4349939	4350974	2	2	1	2	1	41
