chr19	3028551	3064612	2	2	1	1	2	21
chr19	3038157	3038182	0	0	1	0	105	44
chr19	3083222	3087211	2	2	1	3	1	33
chr19	3084679	3084700	1	1	1	1	0	40
chr19	3152775	3152821	1	1	1	1	0	38
chr19	3167039	3838614	1	1	1	4	2	44
chr19	3224969	4062620	1	1	1	0	94	37
chr19	3225266	4062908	1	1	1	0	22	42
chr19	3225272	4062930	2	2	1	45	2	44
chr19	3225437	4063079	2	2	1	27	103	43
chr19	3226461	4064384	1	1	1	0	171	45
chr19	3285396	3286874	1	1	1	5	0	42
chr19	3287039	3287702	1	1	1	8	0	43
chr19	3287756	3288983	1	1	1	11	0	40
chr19	3289088	3290976	1	1	1	13	0	42
chr19	3523950	3532949	1	1	1	0	1	13
chr19	3537260	3552372	2	2	1	2	0	21
chr19	3554858	3566764	2	4	1	2	0	16
chr19	3566759	4377076	1	3	1	7	2	41
chr19	3620875	3633738	2	2	1	0	1	14
chr19	3689245	3721459	2	2	1	1	1	45
chr19	3710015	3724833	2	2	1	0	22	43
chr19	3722634	3724833	2	2	1	2	5	43
chr19	3737170	3749116	2	2	1	0	1	29
chr19	3742349	3749116	2	2	1	0	1	29
chr19	3749184	3749688	2	2	1	1	0	23
chr19	3749201	3773038	1	1	1	1	1	28
chr19	3773021	3777874	2	2	1	0	2	21
chr19	3781772	3879208	2	2	1	2	1	28
chr19	3827047	3841256	1	1	1	0	217	39
chr19	3844207	3879208	2	2	1	0	9	39
chr19	3852414	3864647	1	1	1	1	0	43
chr19	3854772	3858454	2	2	1	4	0	26
chr19	3864213	3879208	2	2	1	0	10	41
chr19	3865459	3867365	0	0	1	3	0	41
chr19	3887448	3889022	1	1	1	0	1	3
chr19	3889989	3892106	1	1	1	1	0	9
chr19	3892214	3892709	1	1	1	2	1	44
chr19	3892792	3893347	1	1	1	1	1	7
chr19	3909075	3909152	2	2	1	41	0	43
chr19	3909282	3910897	2	2	1	13	2	45
chr19	3911071	3911160	2	2	1	1	0	10
chr19	3940285	4458555	1	1	1	0	5	33
chr19	3940285	4901469	1	1	1	0	5	33
chr19	4007666	4007769	2	2	1	8	0	45
chr19	4007916	4008047	2	2	1	3	0	43
chr19	4008130	4008342	2	2	1	2	0	10
chr19	4018406	4043615	2	2	1	3	1	34
chr19	4035662	4035823	2	2	1	0	242	45
chr19	4035932	4036687	2	2	1	44	3	40
chr19	4036792	4037103	2	2	1	2	0	40
chr19	4040540	4040707	2	2	1	0	242	45
chr19	4040816	4040981	2	2	1	5	3	40
chr19	4043541	4123918	1	1	1	13	2	45
chr19	4045225	4045266	0	0	1	14	0	41
chr19	4045252	4061551	2	2	1	0	8	24
chr19	4045252	4066006	2	2	1	0	7	24
chr19	4057719	4057887	2	2	1	3	0	40
chr19	4057996	4058085	2	2	1	4	0	29
chr19	4061599	4066006	2	2	1	0	9	24
chr19	4061741	4066196	1	1	1	1	0	15
chr19	4064029	4064288	2	2	1	3	0	37
chr19	4065254	4065367	1	1	1	0	7	34
chr19	4065254	4065405	1	1	1	0	7	34
chr19	4065254	4065443	1	1	1	0	6	34
chr19	4065292	4065329	1	1	1	2	3	41
chr19	4098138	4098497	1	1	1	1	0	15
chr19	4114797	4115080	2	2	1	17	0	43
chr19	4127837	4131030	1	1	1	1	0	21
chr19	4131076	4131228	1	1	1	1	0	43
chr19	4131283	4131361	1	1	1	8	0	40
chr19	4153846	4153878	2	2	1	1	0	38
chr19	4194907	4194981	1	1	1	1	0	40
chr19	4197966	4449130	1	1	1	3	1	24
chr19	4308874	4443249	2	2	1	0	3	30
chr19	4310319	4361082	2	2	1	3	7	37
chr19	4310834	4329458	2	2	1	0	2	33
chr19	4312069	4350651	2	2	0	0	2	20
chr19	4336540	4348076	2	2	1	1	0	43
chr19	4336540	4377091	2	2	0	0	1	22
chr19	4339853	4350651	2	2	0	0	2	20
chr19	4341408	4353910	1	1	1	0	1	17
chr19	4361387	4373251	1	1	1	1	1	23
chr19	4383922	4388552	2	2	1	1	7	38
chr19	4401455	4478693	2	2	1	4	2	42
chr19	4430953	4478693	2	2	1	2	7	43
chr19	4433514	4478693	2	2	1	1	4	43
chr19	4435038	5415207	2	2	1	3	3	40
chr19	4450399	4598587	1	1	1	5	0	14
chr19	4501417	4522426	2	2	1	2	1	27
chr19	4598608	4636442	2	2	1	1	1	25
chr19	4636534	4654830	2	2	1	1	0	20
chr19	4644671	4687253	1	1	1	2	5	40
chr19	4654748	4658787	2	2	1	0	2	16
chr19	4678087	4725294	1	1	1	0	1	13
chr19	4683577	4706445	1	1	1	2	0	20
chr19	4718998	4724079	1	1	1	1	0	34
chr19	4725233	4760619	2	2	0	0	1	29
chr19	4825665	4825769	2	2	1	6	0	38
chr19	4845118	4866288	1	1	1	2	2	33
chr19	4925212	5124173	2	2	1	0	1	24
chr19	4941143	4944131	2	4	1	5	3	25
chr19	4963666	4964673	1	1	1	10	0	44
chr19	4967307	4973903	2	2	1	1	3	43
chr19	5012014	5389246	1	1	1	0	4	40
chr19	5021961	5043898	1	1	1	0	3	31
chr19	5028709	5076407	2	2	1	1	2	36
chr19	5053134	5415552	2	2	1	0	16	14
chr19	5077120	5078742	1	1	1	1	7	44
chr19	5091426	5091540	1	1	1	3	0	17
