chr19	3038157	3038182	0	0	1	0	34	43
chr19	3167039	3838614	1	1	1	3	1	44
chr19	3173298	3188346	2	2	1	1	0	15
chr19	3206215	3666343	2	2	1	4	0	12
chr19	3206759	3237791	1	1	1	1	0	21
chr19	3224068	3224102	2	6	1	0	61	44
chr19	3224156	4045459	1	1	1	0	16	39
chr19	3224969	4062620	1	1	1	0	46	37
chr19	3225266	4062908	1	1	1	0	18	42
chr19	3225272	4062930	2	2	1	21	1	44
chr19	3225437	4063079	2	2	1	10	40	43
chr19	3226461	4064384	1	1	1	0	54	45
chr19	3228600	3228634	2	6	1	0	61	44
chr19	3228688	4045459	1	1	1	0	16	39
chr19	3285396	3286874	1	1	1	1	0	13
chr19	3287039	3287702	1	1	1	1	0	4
chr19	3287756	3288983	1	1	1	2	0	35
chr19	3289088	3290976	1	1	1	12	0	41
chr19	3316582	3354889	2	2	1	0	1	26
chr19	3517059	3555560	1	1	0	0	1	27
chr19	3517620	3555560	1	1	0	2	0	13
chr19	3539841	3555587	1	1	1	1	8	36
chr19	3555588	3572036	1	1	1	2	0	27
chr19	3633553	3651048	1	1	1	3	0	43
chr19	3636091	3673639	1	1	1	0	2	44
chr19	3672959	3675325	1	1	1	1	0	13
chr19	3673739	3675863	1	1	1	1	0	27
chr19	3689132	3737188	1	1	1	1	0	23
chr19	3690001	3706645	2	2	1	1	0	27
chr19	3697197	3722558	2	2	1	3	0	23
chr19	3697649	3754765	2	2	1	0	1	30
chr19	3704836	3710014	2	2	1	2	4	44
chr19	3729160	3749153	2	2	0	0	1	30
chr19	3749184	3749688	2	2	1	4	1	24
chr19	3749184	3760503	2	2	1	0	2	43
chr19	3749184	3776145	2	2	1	0	3	35
chr19	3762036	3773038	1	1	1	2	8	41
chr19	3771406	3804980	1	1	1	0	2	12
chr19	3772693	3776145	2	2	0	0	2	35
chr19	3780352	3809668	2	2	1	1	0	20
chr19	3797892	3827563	2	2	0	0	1	23
chr19	3825809	3844492	1	1	1	1	0	31
chr19	3866325	3867366	0	0	1	3	0	37
chr19	3867292	3959525	1	1	1	0	7	39
chr19	3892214	3892709	1	1	1	1	0	40
chr19	3892792	3893347	1	1	1	2	0	27
chr19	3909075	3909152	2	2	1	12	0	41
chr19	3909282	3910897	2	2	1	2	0	26
chr19	3952515	4919548	2	2	1	0	5	13
chr19	3968013	3994136	1	1	1	1	0	38
chr19	3994210	4032163	2	2	1	4	0	20
chr19	4007666	4007769	2	2	1	7	0	39
chr19	4007916	4008047	2	2	1	1	0	39
chr19	4008130	4008342	2	2	1	1	0	38
chr19	4016678	4919548	2	2	1	0	5	13
chr19	4016696	4087823	1	1	1	0	9	34
chr19	4032484	4087823	1	1	1	2	1	34
chr19	4035662	4035823	2	2	1	0	149	45
chr19	4035932	4036687	2	2	1	14	1	45
chr19	4036792	4037103	2	2	1	2	0	37
chr19	4037192	4037289	2	2	1	0	2	34
chr19	4040540	4040707	2	2	1	0	149	45
chr19	4040816	4040981	2	2	1	0	1	4
chr19	4041486	4041583	2	2	1	0	2	34
chr19	4043541	4062763	1	1	1	1	0	31
chr19	4045266	4061613	2	2	1	0	1	12
chr19	4045266	4066068	2	2	1	0	1	12
chr19	4057719	4057887	2	2	1	2	0	40
chr19	4061599	4066006	2	2	1	0	2	24
chr19	4061613	4066068	2	2	1	0	1	12
chr19	4064029	4064288	2	2	1	7	0	39
chr19	4087806	4919548	2	2	1	0	5	13
chr19	4111699	4111865	1	1	1	1	0	32
chr19	4114797	4115080	2	2	1	2	0	22
chr19	4127837	4131228	1	1	1	1	0	17
chr19	4131283	4131361	1	1	1	7	0	41
chr19	4150622	4150706	1	1	1	1	0	17
chr19	4157200	4157481	2	2	1	2	0	16
chr19	4194907	4194981	1	1	1	1	0	7
chr19	4203351	4919548	2	2	1	0	5	13
chr19	4211312	5124173	2	2	1	3	2	34
chr19	4232860	4233213	1	1	1	2	0	7
chr19	4238505	4247550	2	2	1	1	5	38
chr19	4238505	4251571	2	2	1	3	8	41
chr19	4238505	4259434	2	2	0	0	1	18
chr19	4287265	4287352	2	2	1	6	0	36
chr19	4335685	4919548	2	2	1	0	5	13
chr19	4358457	4430952	2	2	1	0	4	42
chr19	4359108	4361354	2	2	1	1	1	25
chr19	4361409	4390581	1	1	1	1	0	40
chr19	4365574	4446372	2	2	1	1	1	23
chr19	4388553	4401454	2	2	1	0	2	37
chr19	4393255	4919548	2	2	1	0	5	13
chr19	4435038	4631875	2	2	1	0	6	45
chr19	4435038	5063629	2	2	1	0	4	45
chr19	4435038	5187025	2	2	1	0	6	45
chr19	4435038	5415207	2	2	1	2	2	40
chr19	4655976	4670160	2	4	1	1	0	21
chr19	4658820	4673549	1	1	1	0	1	12
chr19	4668691	4708593	1	1	1	3	2	18
chr19	4696390	4715928	2	2	1	1	0	45
chr19	4713928	4714004	2	2	1	2	0	38
chr19	4725333	5124173	2	2	0	2	5	38
chr19	4759245	5124173	2	2	1	32	5	38
chr19	4807431	4898471	2	2	1	2	5	23
chr19	4815998	4919548	2	2	1	0	5	13
chr19	4825874	4825943	2	2	1	1	0	24
chr19	4869055	4873967	2	2	1	2	6	34
